"114年04月01日 信用額度總量管制餘額表"
"股票",,"融券",,,,,,"借券賣出",,,,,,"",
"代號","名稱","前日餘額","賣出","買進","現券","今日餘額","次一營業日限額","前日餘額","當日賣出","當日還券","當日調整","當日餘額","次一營業日可限額","備註",
="0050","元大台灣50","111,000","35,000","31,000","0","115,000","684,125,000","20,904,000","402,000","0","0","21,306,000","5,642,204"," ",
="0051","元大中型100","0","0","0","0","0","6,500,000","367,000","0","0","0","367,000","26,256"," ",
="0052","富邦科技","5,000","0","2,000","0","3,000","20,750,000","1,146,000","0","13,000","0","1,133,000","213,793"," ",
="0053","元大電子","0","0","0","0","0","1,372,000","51,000","0","0","0","51,000","3,584"," ",
="0055","元大MSCI金融","0","0","0","0","0","18,913,500","331,000","0","0","0","331,000","35,993"," ",
="0056","元大高股息","80,000","108,000","69,000","0","119,000","2,959,258,500","112,041,000","101,000","189,000","0","111,953,000","13,860,397"," ",
="0057","富邦摩台","0","0","0","0","0","381,750","0","0","0","0","0","6,267","X ",
="0061","元大寶滬深","0","0","0","0","0","37,654,000","993,000","0","0","0","993,000","150,545"," ",
="006203","元大MSCI台灣","0","0","0","0","0","2,554,500","8,000","0","0","0","8,000","2,536","X ",
="006204","永豐臺灣加權","0","0","0","0","0","375,000","0","0","0","0","0","2,444"," ",
="006205","富邦上証","3,000","0","0","0","3,000","35,234,750","1,604,000","0","0","0","1,604,000","161,533"," ",
="006206","元大上證50","1,000","0","0","0","1,000","11,069,500","821,000","2,000","50,000","0","773,000","72,265"," ",
="006207","復華滬深","0","0","0","0","0","8,098,000","730,000","0","0","0","730,000","52,333"," ",
="006208","富邦台50","77,000","2,000","16,000","0","63,000","500,885,000","49,819,000","359,000","0","0","50,178,000","3,767,270"," ",
="00631L","元大台灣50正2","2,033,000","670,000","249,000","0","2,454,000","39,521,000","7,350,000","19,000","18,000","0","7,351,000","1,708,685"," ",
="00632R","元大台灣50反1","7,397,000","8,000","620,000","0","6,785,000","275,301,932","30,089,000","0","0","0","30,089,000","8,101,880"," ",
="00633L","富邦上証正2","762,000","30,000","109,000","0","683,000","71,864,500","15,007,000","96,000","210,000","0","14,893,000","2,462,574"," ",
="00634R","富邦上証反1","56,000","0","0","0","56,000","11,689,000","43,000","0","0","0","43,000","90,465"," ",
="00635U","期元大S&P黃金","81,000","0","2,000","0","79,000","14,753,500","553,000","0","0","0","553,000","445,220"," ",
="00636","國泰中國A50","22,000","0","0","0","22,000","49,456,250","3,235,000","0","0","0","3,235,000","609,285"," ",
="00637L","元大滬深300正2","6,073,000","108,000","791,000","0","5,390,000","516,526,500","95,381,000","267,000","0","0","95,648,000","22,957,386"," ",
="00638R","元大滬深300反1","17,000","0","0","0","17,000","9,237,000","829,000","0","0","0","829,000","223,451"," ",
="00639","富邦深100","15,000","0","0","0","15,000","51,975,750","3,915,000","0","0","0","3,915,000","540,915"," ",
="00640L","富邦日本正2","113,000","1,000","2,000","0","112,000","3,604,750","622,000","0","0","0","622,000","174,535"," ",
="00641R","富邦日本反1","178,000","7,000","0","0","185,000","14,439,500","300,000","0","0","0","300,000","490,982"," ",
="00642U","期元大S&P石油","62,000","17,000","1,000","0","78,000","30,830,250","2,516,000","0","0","0","2,516,000","1,258,771"," ",
="00643","群益深証中小","0","0","0","0","0","31,643,250","4,857,000","3,000","0","0","4,860,000","1,063,670"," ",
="00645","富邦日本","2,000","5,000","1,000","0","6,000","16,249,250","1,141,000","25,000","0","0","1,166,000","155,223"," ",
="00646","元大S&P500","3,000","0","0","0","3,000","139,621,250","14,301,000","0","0","0","14,301,000","1,386,092"," ",
="00647L","元大S&P500正2","23,000","0","0","0","23,000","3,229,000","451,000","0","0","0","451,000","104,404"," ",
="00648R","元大S&P500反1","363,000","2,000","21,000","0","344,000","35,547,000","1,870,000","0","0","0","1,870,000","543,113"," ",
="00650L","復華香港正2","5,716,000","119,000","71,000","0","5,764,000","59,834,500","18,076,000","0","0","0","18,076,000","5,857,800"," ",
="00651R","復華香港反1","10,000","1,000","0","0","11,000","13,173,000","1,166,000","0","89,000","0","1,077,000","1,043,561"," ",
="00652","富邦印度","0","0","0","0","0","25,383,750","2,297,000","0","0","0","2,297,000","147,314"," ",
="00653L","富邦印度正2","56,000","6,000","10,000","0","52,000","5,600,750","707,000","0","0","0","707,000","145,371"," ",
="00654R","富邦印度反1","171,000","0","0","0","171,000","5,241,500","22,000","0","0","0","22,000","87,795"," ",
="00655L","國泰中國A50正2","416,000","3,000","21,000","0","398,000","40,114,500","8,959,000","24,000","0","0","8,983,000","1,474,010"," ",
="00656R","國泰中國A50反1","1,000","0","0","0","1,000","5,464,250","9,000","0","0","0","9,000","56,847"," ",
="00657","國泰日經225","0","0","0","0","0","2,646,000","195,000","0","0","0","195,000","92,090"," ",
="00660","元大歐洲50","0","0","0","0","0","1,757,750","1,000","0","0","0","1,000","14,505"," ",
="00661","元大日經225","0","0","0","0","0","8,731,250","717,000","0","0","0","717,000","44,706"," ",
="00662","富邦NASDAQ","20,000","2,000","0","0","22,000","157,382,250","15,312,000","0","13,000","0","15,299,000","1,238,164"," ",
="00663L","國泰臺灣加權正2","0","0","0","0","0","452,250","16,000","0","0","0","16,000","16,721"," ",
="00664R","國泰臺灣加權反1","1,210,000","3,000","123,000","0","1,090,000","138,143,750","20,442,000","3,000","3,638,000","0","16,807,000","5,644,688"," ",
="00665L","富邦恒生國企正2","11,997,000","294,000","809,000","0","11,482,000","162,241,250","60,567,000","0","1,742,000","0","58,825,000","6,071,500"," ",
="00666R","富邦恒生國企反1","16,000","0","0","0","16,000","4,156,000","216,000","0","0","0","216,000","466,118"," ",
="00668","國泰美國道瓊","0","0","0","0","0","3,758,250","164,000","0","0","0","164,000","51,952"," ",
="00669R","國泰美國道瓊反1","169,000","52,000","0","0","221,000","49,904,250","1,204,000","0","0","0","1,204,000","913,127"," ",
="00670L","富邦NASDAQ正2","1,018,000","85,000","160,000","0","943,000","24,036,250","1,030,000","91,000","0","0","1,121,000","770,924"," ",
="00671R","富邦NASDAQ反1","2,624,000","5,000","110,000","0","2,519,000","100,221,000","11,084,000","0","0","0","11,084,000","2,952,548"," ",
="00673R","期元大S&P原油反1","103,000","0","0","0","103,000","0","1,072,000","0","4,000","0","1,068,000","5,186,606","X ",
="00674R","期元大S&P黃金反1","19,000","0","0","0","19,000","13,900,750","623,000","0","14,000","0","609,000","457,974"," ",
="00675L","富邦臺灣加權正2","852,000","234,000","127,000","0","959,000","46,696,500","10,351,000","0","0","0","10,351,000","1,593,005"," ",
="00676R","富邦臺灣加權反1","62,000","0","20,000","0","42,000","20,333,420","1,661,000","0","310,000","0","1,351,000","632,429"," ",
="00678","群益那斯達克生技","0","0","0","0","0","2,237,000","212,000","0","0","0","212,000","148,157"," ",
="00680L","元大美債20正2","804,000","75,000","351,000","0","528,000","977,644,000","187,121,000","440,000","0","0","187,561,000","12,439,557"," ",
="00681R","元大美債20反1","0","0","0","0","0","3,023,500","72,000","0","0","0","72,000","72,859"," ",
="00682U","期元大美元指數","0","0","0","0","0","1,411,000","10,000","0","0","0","10,000","5,329"," ",
="00683L","期元大美元指正2","14,000","0","0","0","14,000","3,108,500","150,000","0","0","0","150,000","34,615"," ",
="00684R","期元大美元指反1","0","0","0","0","0","1,922,000","0","0","0","0","0","18,547"," ",
="00685L","群益臺灣加權正2","147,000","21,000","54,000","0","114,000","7,909,750","1,244,000","0","0","0","1,244,000","478,721"," ",
="00686R","群益臺灣加權反1","87,000","0","76,000","0","11,000","21,819,000","1,135,000","0","0","0","1,135,000","1,185,034"," ",
="00688L","國泰20年美債正2","299,000","16,000","0","0","315,000","440,153,750","93,144,000","0","0","0","93,144,000","5,450,484"," ",
="00689R","國泰20年美債反1","0","0","0","0","0","2,222,250","0","0","0","0","0","29,274"," ",
="00690","兆豐藍籌30","0","0","0","0","0","23,082,500","1,230,000","0","0","0","1,230,000","339,779"," ",
="00692","富邦公司治理","0","0","0","0","0","178,570,000","11,309,000","414,000","0","0","11,723,000","662,895"," ",
="00693U","期街口S&P黃豆","0","0","0","0","0","9,666,500","480,000","0","0","0","480,000","112,700"," ",
="00700","富邦恒生國企","0","0","0","0","0","17,370,750","1,400,000","0","0","0","1,400,000","776,315"," ",
="00701","國泰股利精選30","0","0","0","0","0","50,347,750","1,514,000","0","0","0","1,514,000","327,803"," ",
="00702","國泰標普低波高息","0","0","0","0","0","1,547,000","1,000","0","0","0","1,000","30,247"," ",
="00703","台新MSCI中國","0","0","0","0","0","4,512,500","180,000","1,000","0","0","181,000","127,834"," ",
="00706L","期元大S&P日圓正2","0","0","0","0","0","0","0","0","0","0","0","0","XV ",
="00707R","期元大S&P日圓反1","0","0","0","0","0","1,588,750","0","0","0","0","0","379","X ",
="00708L","期元大S&P黃金正2","645,000","114,000","7,000","0","752,000","11,893,250","1,078,000","0","0","0","1,078,000","616,801"," ",
="00709","富邦歐洲","0","0","0","0","0","1,990,000","66,000","0","0","0","66,000","31,326"," ",
="00710B","復華彭博非投等債","0","0","0","0","0","52,065,250","614,000","0","0","0","614,000","509,718"," ",
="00711B","復華彭博新興債","0","0","0","0","0","251,815,250","241,000","0","0","0","241,000","44,882"," ",
="00712","復華富時不動產","42,000","12,000","1,000","0","53,000","828,377,750","28,088,000","2,675,000","3,000,000","0","27,763,000","6,055,330"," ",
="00713","元大台灣高息低波","3,000","2,000","3,000","0","2,000","650,878,000","23,308,000","0","57,000","0","23,251,000","4,805,009"," ",
="00714","群益道瓊美國地產","0","0","0","0","0","7,141,750","447,000","0","0","0","447,000","115,631"," ",
="00715L","期街口布蘭特正2","13,335,000","2,175,000","2,651,000","500,000","12,359,000","110,346,000","11,199,000","0","788,000","0","10,411,000","12,374,188"," ",
="00717","富邦美國特別股","0","0","0","0","0","39,901,250","309,000","0","0","0","309,000","29,009"," ",
="00728","第一金工業30","0","0","0","0","0","12,105,750","763,000","0","0","0","763,000","114,171"," ",
="00730","富邦臺灣優質高息","0","0","0","0","0","20,136,000","863,000","7,000","0","0","870,000","102,845"," ",
="00731","復華富時高息低波","0","0","0","0","0","15,150,000","930,000","0","0","0","930,000","262,018"," ",
="00733","富邦臺灣中小","17,000","0","2,000","0","15,000","43,491,500","6,149,000","131,000","0","0","6,280,000","625,372"," ",
="00735","國泰臺韓科技","0","0","0","0","0","4,572,250","243,000","0","0","0","243,000","57,124"," ",
="00736","國泰新興市場","0","0","0","0","0","1,431,750","56,000","0","0","0","56,000","36,944"," ",
="00737","國泰AI機器人","1,000","0","0","0","1,000","5,384,500","555,000","0","0","0","555,000","54,415"," ",
="00738U","期元大道瓊白銀","30,000","12,000","3,000","0","39,000","16,824,750","825,000","0","0","0","825,000","374,958"," ",
="00739","元大MSCI A股","0","0","0","0","0","8,372,000","217,000","0","0","0","217,000","29,544"," ",
