"114年02月26日 信用額度總量管制餘額表"
"股票",,"融券",,,,,,"借券賣出",,,,,,"",
"代號","名稱","前日餘額","賣出","買進","現券","今日餘額","次一營業日限額","前日餘額","當日賣出","當日還券","當日調整","當日餘額","次一營業日可限額","備註",
="0050","元大台灣50","92,000","15,000","15,000","0","92,000","601,875,000","29,836,000","628,000","1,127,000","0","29,337,000","4,821,825"," ",
="0051","元大中型100","0","0","0","0","0","6,375,000","383,000","0","0","0","383,000","37,348"," ",
="0052","富邦科技","1,000","0","0","0","1,000","20,125,000","885,000","12,000","0","0","897,000","297,928"," ",
="0053","元大電子","0","0","0","0","0","1,372,000","51,000","0","0","0","51,000","5,094"," ",
="0055","元大MSCI金融","0","0","0","0","0","19,913,500","388,000","0","0","0","388,000","46,565"," ",
="0056","元大高股息","43,000","10,000","0","0","53,000","2,738,008,500","89,004,000","141,000","207,000","0","88,938,000","14,281,557"," ",
="0057","富邦摩台","0","0","0","0","0","381,750","0","0","0","0","0","7,497","X ",
="0061","元大寶滬深","0","0","0","0","0","38,029,000","1,060,000","0","0","0","1,060,000","142,773"," ",
="006203","元大MSCI台灣","0","0","0","0","0","2,554,500","8,000","0","0","0","8,000","3,109","X ",
="006204","永豐臺灣加權","0","0","0","0","0","375,000","0","0","0","0","0","2,767"," ",
="006205","富邦上証","0","0","0","0","0","35,484,750","1,601,000","0","0","0","1,601,000","187,691"," ",
="006206","元大上證50","1,000","0","0","0","1,000","11,319,500","895,000","0","0","0","895,000","51,279"," ",
="006207","復華滬深","0","0","0","0","0","8,098,000","786,000","0","0","0","786,000","48,754"," ",
="006208","富邦台50","9,000","0","2,000","0","7,000","456,635,000","51,119,000","432,000","1,000,000","0","50,551,000","4,280,632"," ",
="00631L","元大台灣50正2","2,247,000","20,000","84,000","0","2,183,000","31,021,000","6,371,000","26,000","0","0","6,397,000","1,517,293"," ",
="00632R","元大台灣50反1","5,439,000","26,000","14,000","0","5,451,000","286,301,932","34,144,000","0","0","0","34,144,000","6,487,748"," ",
="00633L","富邦上証正2","855,000","3,000","16,000","0","842,000","72,364,500","15,906,000","700,000","5,000","0","16,601,000","2,312,525"," ",
="00634R","富邦上証反1","60,000","0","0","0","60,000","11,689,000","43,000","0","0","0","43,000","90,782"," ",
="00635U","期元大S&P黃金","67,000","5,000","2,000","0","70,000","11,253,500","1,052,000","0","0","0","1,052,000","329,342"," ",
="00636","國泰中國A50","21,000","0","0","0","21,000","47,206,250","2,217,000","0","0","0","2,217,000","464,896"," ",
="00637L","元大滬深300正2","6,098,000","70,000","695,000","0","5,473,000","522,276,500","94,268,000","298,000","0","0","94,566,000","24,175,689"," ",
="00638R","元大滬深300反1","17,000","0","0","0","17,000","8,987,000","849,000","0","0","0","849,000","192,034"," ",
="00639","富邦深100","96,000","0","0","0","96,000","52,850,750","3,915,000","0","0","0","3,915,000","576,501"," ",
="00640L","富邦日本正2","162,000","25,000","16,000","0","171,000","3,979,750","646,000","0","0","0","646,000","141,043"," ",
="00641R","富邦日本反1","245,000","1,000","0","0","246,000","13,064,500","0","0","0","0","0","338,243"," ",
="00642U","期元大S&P石油","109,000","0","13,000","0","96,000","28,080,250","2,416,000","0","0","0","2,416,000","857,354"," ",
="00643","群益深証中小","125,000","0","0","0","125,000","30,643,250","5,121,000","0","0","0","5,121,000","1,203,582"," ",
="00645","富邦日本","2,000","0","1,000","0","1,000","19,499,250","1,066,000","0","0","0","1,066,000","183,812"," ",
="00646","元大S&P500","6,000","0","3,000","0","3,000","131,746,250","14,374,000","0","0","0","14,374,000","1,844,905"," ",
="00647L","元大S&P500正2","11,000","0","1,000","0","10,000","2,479,000","234,000","31,000","0","0","265,000","77,471"," ",
="00648R","元大S&P500反1","309,000","0","0","0","309,000","36,672,000","1,794,000","0","0","0","1,794,000","404,366"," ",
="00650L","復華香港正2","8,666,000","634,000","158,000","0","9,142,000","62,959,500","18,549,000","0","172,000","0","18,377,000","5,904,537"," ",
="00651R","復華香港反1","13,000","0","0","0","13,000","11,673,000","1,684,000","186,000","0","0","1,870,000","601,804"," ",
="00652","富邦印度","4,000","0","0","0","4,000","25,383,750","2,230,000","20,000","0","0","2,250,000","157,437"," ",
="00653L","富邦印度正2","33,000","0","0","0","33,000","5,600,750","636,000","4,000","0","0","640,000","126,236"," ",
="00654R","富邦印度反1","158,000","0","0","0","158,000","5,241,500","37,000","0","0","0","37,000","68,603"," ",
="00655L","國泰中國A50正2","588,000","1,000","14,000","0","575,000","38,614,500","8,723,000","59,000","0","0","8,782,000","1,654,001"," ",
="00656R","國泰中國A50反1","1,000","0","0","0","1,000","5,089,250","9,000","0","0","0","9,000","125,423"," ",
="00657","國泰日經225","0","0","0","0","0","2,646,000","165,000","0","0","0","165,000","86,694"," ",
="00660","元大歐洲50","0","0","0","0","0","1,757,750","1,000","0","0","0","1,000","8,830"," ",
="00661","元大日經225","0","0","0","0","0","9,481,250","715,000","0","0","0","715,000","68,744"," ",
="00662","富邦NASDAQ","9,000","0","0","0","9,000","145,757,250","11,703,000","250,000","13,000","0","11,940,000","1,620,889"," ",
="00663L","國泰臺灣加權正2","0","0","0","0","0","327,250","16,000","0","0","0","16,000","15,284"," ",
="00664R","國泰臺灣加權反1","567,000","2,000","0","0","569,000","150,268,750","21,967,000","0","0","0","21,967,000","3,787,242"," ",
="00665L","富邦恒生國企正2","15,860,000","1,644,000","1,139,000","0","16,365,000","156,866,250","61,015,000","2,000","1,009,000","0","60,008,000","2,738,500"," ",
="00666R","富邦恒生國企反1","0","0","0","0","0","3,906,000","193,000","0","0","0","193,000","246,799"," ",
="00668","國泰美國道瓊","0","0","0","0","0","3,883,250","130,000","20,000","0","0","150,000","60,523"," ",
="00669R","國泰美國道瓊反1","425,000","2,000","8,000","0","419,000","52,404,250","2,022,000","0","0","0","2,022,000","544,339"," ",
="00670L","富邦NASDAQ正2","1,057,000","5,000","77,000","0","985,000","17,036,250","1,305,000","251,000","0","0","1,556,000","446,681"," ",
="00671R","富邦NASDAQ反1","2,839,000","493,000","0","0","3,332,000","105,596,000","10,408,000","0","0","0","10,408,000","2,020,871"," ",
="00673R","期元大S&P原油反1","117,000","0","0","0","117,000","0","11,373,000","0","301,000","0","11,072,000","7,973,892","X ",
="00674R","期元大S&P黃金反1","4,000","0","0","0","4,000","13,650,750","739,000","0","0","0","739,000","312,852"," ",
="00675L","富邦臺灣加權正2","1,019,000","77,000","49,000","0","1,047,000","35,696,500","8,724,000","0","0","0","8,724,000","1,454,946"," ",
="00676R","富邦臺灣加權反1","12,000","0","0","0","12,000","21,708,420","0","0","0","0","0","2,507,313"," ",
="00678","群益那斯達克生技","0","0","0","0","0","1,987,000","212,000","0","0","0","212,000","134,759"," ",
="00680L","元大美債20正2","1,292,000","283,000","10,000","0","1,565,000","1,032,519,000","206,223,000","0","915,000","0","205,308,000","12,714,526"," ",
="00681R","元大美債20反1","0","0","0","0","0","3,023,500","72,000","0","0","0","72,000","99,421"," ",
="00682U","期元大美元指數","0","0","0","0","0","1,536,000","10,000","0","0","0","10,000","8,299"," ",
="00683L","期元大美元指正2","24,000","0","0","0","24,000","3,233,500","150,000","0","0","0","150,000","33,904"," ",
