"114年03月28日 信用額度總量管制餘額表"
"股票",,"融券",,,,,,"借券賣出",,,,,,"",
"代號","名稱","前日餘額","賣出","買進","現券","今日餘額","次一營業日限額","前日餘額","當日賣出","當日還券","當日調整","當日餘額","次一營業日可限額","備註",
="0050","元大台灣50","33,000","35,000","5,000","0","63,000","675,875,000","15,269,000","2,479,000","0","0","17,748,000","5,461,740"," ",
="0051","元大中型100","0","0","0","0","0","6,500,000","367,000","0","0","0","367,000","26,196"," ",
="0052","富邦科技","5,000","0","0","0","5,000","20,750,000","1,135,000","0","0","0","1,135,000","224,821"," ",
="0053","元大電子","0","0","0","0","0","1,372,000","51,000","0","0","0","51,000","3,906"," ",
="0055","元大MSCI金融","0","0","0","0","0","18,913,500","390,000","0","59,000","0","331,000","36,376"," ",
="0056","元大高股息","47,000","12,000","22,000","0","37,000","2,887,383,500","99,764,000","9,282,000","25,000","0","109,021,000","10,998,861"," ",
="0057","富邦摩台","0","0","0","0","0","381,750","0","0","0","0","0","6,297","X ",
="0061","元大寶滬深","0","0","0","0","0","37,654,000","993,000","0","0","0","993,000","152,056"," ",
="006203","元大MSCI台灣","0","0","0","0","0","2,554,500","8,000","0","0","0","8,000","2,564","X ",
="006204","永豐臺灣加權","0","0","0","0","0","375,000","0","0","0","0","0","2,445"," ",
="006205","富邦上証","0","0","0","0","0","35,234,750","1,604,000","0","0","0","1,604,000","162,981"," ",
="006206","元大上證50","1,000","0","0","0","1,000","11,069,500","895,000","0","74,000","0","821,000","71,727"," ",
="006207","復華滬深","0","0","0","0","0","8,098,000","730,000","0","0","0","730,000","54,601"," ",
="006208","富邦台50","70,000","9,000","6,000","0","73,000","494,510,000","44,942,000","1,338,000","0","0","46,280,000","3,665,168"," ",
="00631L","元大台灣50正2","2,337,000","225,000","365,000","0","2,197,000","37,771,000","6,930,000","123,000","0","0","7,053,000","1,585,965"," ",
="00632R","元大台灣50反1","6,335,000","445,000","19,000","1,000","6,760,000","273,801,932","29,418,000","200,000","205,000","0","29,413,000","7,198,745"," ",
="00633L","富邦上証正2","820,000","7,000","67,000","0","760,000","71,989,500","15,062,000","0","55,000","0","15,007,000","2,482,394"," ",
="00634R","富邦上証反1","56,000","0","0","0","56,000","11,689,000","43,000","0","0","0","43,000","99,141"," ",
="00635U","期元大S&P黃金","79,000","0","0","0","79,000","12,753,500","553,000","0","0","0","553,000","389,717"," ",
="00636","國泰中國A50","21,000","0","0","0","21,000","49,456,250","3,238,000","0","3,000","0","3,235,000","618,762"," ",
="00637L","元大滬深300正2","7,242,000","69,000","1,000,000","0","6,311,000","522,151,500","94,776,000","605,000","0","0","95,381,000","23,489,121"," ",
="00638R","元大滬深300反1","17,000","0","0","0","17,000","9,237,000","829,000","0","0","0","829,000","224,880"," ",
="00639","富邦深100","15,000","0","0","0","15,000","52,100,750","3,915,000","0","0","0","3,915,000","553,547"," ",
="00640L","富邦日本正2","121,000","0","0","0","121,000","3,604,750","622,000","0","0","0","622,000","161,409"," ",
="00641R","富邦日本反1","197,000","0","19,000","0","178,000","14,939,500","300,000","0","0","0","300,000","423,146"," ",
="00642U","期元大S&P石油","66,000","7,000","9,000","0","64,000","33,455,250","2,516,000","0","0","0","2,516,000","1,177,327"," ",
="00643","群益深証中小","0","0","0","0","0","31,643,250","4,840,000","0","0","0","4,840,000","1,125,539"," ",
="00645","富邦日本","1,000","1,000","0","0","2,000","16,374,250","1,141,000","0","0","0","1,141,000","156,549"," ",
="00646","元大S&P500","3,000","0","0","0","3,000","139,246,250","14,301,000","0","0","0","14,301,000","1,473,406"," ",
="00647L","元大S&P500正2","26,000","1,000","1,000","0","26,000","3,229,000","451,000","0","0","0","451,000","101,467"," ",
="00648R","元大S&P500反1","381,000","0","0","0","381,000","35,547,000","1,936,000","0","66,000","0","1,870,000","527,884"," ",
="00650L","復華香港正2","6,630,000","166,000","844,000","0","5,952,000","59,834,500","18,076,000","0","0","0","18,076,000","5,857,800"," ",
="00651R","復華香港反1","7,000","3,000","4,000","0","6,000","13,423,000","1,335,000","0","0","0","1,335,000","1,070,206"," ",
="00652","富邦印度","0","0","0","0","0","25,383,750","2,297,000","0","0","0","2,297,000","157,713"," ",
="00653L","富邦印度正2","47,000","4,000","1,000","0","50,000","5,600,750","707,000","0","0","0","707,000","149,243"," ",
="00654R","富邦印度反1","170,000","0","0","0","170,000","5,241,500","22,000","0","0","0","22,000","81,868"," ",
="00655L","國泰中國A50正2","469,000","5,000","28,000","0","446,000","40,239,500","8,959,000","0","0","0","8,959,000","1,508,260"," ",
="00656R","國泰中國A50反1","1,000","0","0","0","1,000","5,464,250","9,000","0","0","0","9,000","56,487"," ",
="00657","國泰日經225","0","0","0","0","0","2,646,000","181,000","0","0","0","181,000","109,551"," ",
="00660","元大歐洲50","0","0","0","0","0","1,757,750","1,000","0","0","0","1,000","13,524"," ",
="00661","元大日經225","0","0","0","0","0","8,731,250","717,000","0","0","0","717,000","45,646"," ",
="00662","富邦NASDAQ","9,000","5,000","0","0","14,000","156,382,250","14,921,000","0","0","0","14,921,000","1,284,392"," ",
="00663L","國泰臺灣加權正2","0","0","0","0","0","452,250","16,000","0","0","0","16,000","15,686"," ",
="00664R","國泰臺灣加權反1","941,000","103,000","0","0","1,044,000","143,768,750","20,242,000","200,000","0","0","20,442,000","5,033,078"," ",
="00665L","富邦恒生國企正2","9,785,000","2,248,000","586,000","0","11,447,000","163,741,250","60,537,000","30,000","0","0","60,567,000","4,929,500"," ",
="00666R","富邦恒生國企反1","20,000","0","0","0","20,000","4,156,000","216,000","0","0","0","216,000","471,101"," ",
="00668","國泰美國道瓊","0","0","0","0","0","3,758,250","164,000","0","0","0","164,000","51,555"," ",
="00669R","國泰美國道瓊反1","367,000","0","200,000","0","167,000","49,904,250","1,204,000","0","0","0","1,204,000","862,410"," ",
="00670L","富邦NASDAQ正2","1,436,000","83,000","79,000","0","1,440,000","23,786,250","1,226,000","2,000","200,000","0","1,028,000","733,536"," ",
="00671R","富邦NASDAQ反1","2,599,000","0","0","0","2,599,000","98,721,000","9,896,000","770,000","0","0","10,666,000","2,700,274"," ",
="00673R","期元大S&P原油反1","103,000","0","0","0","103,000","0","1,087,000","0","9,000","0","1,078,000","4,803,140","X ",
="00674R","期元大S&P黃金反1","3,000","16,000","0","0","19,000","13,900,750","723,000","0","0","0","723,000","438,684"," ",
="00675L","富邦臺灣加權正2","969,000","140,000","119,000","0","990,000","44,571,500","9,763,000","431,000","19,000","0","10,175,000","1,492,791"," ",
="00676R","富邦臺灣加權反1","45,000","9,000","0","0","54,000","20,833,420","1,215,000","250,000","0","0","1,465,000","645,201"," ",
="00678","群益那斯達克生技","0","0","0","0","0","2,237,000","212,000","0","0","0","212,000","146,532"," ",
="00680L","元大美債20正2","1,035,000","51,000","152,000","0","934,000","984,644,000","186,861,000","260,000","0","0","187,121,000","11,755,854"," ",
="00681R","元大美債20反1","0","0","0","0","0","3,023,500","72,000","0","0","0","72,000","74,550"," ",
="00682U","期元大美元指數","0","0","0","0","0","1,411,000","10,000","0","0","0","10,000","5,354"," ",
="00683L","期元大美元指正2","14,000","0","0","0","14,000","3,108,500","150,000","0","0","0","150,000","31,881"," ",
="00684R","期元大美元指反1","0","0","0","0","0","1,922,000","0","0","0","0","0","19,568"," ",
="00685L","群益臺灣加權正2","166,000","16,000","9,000","0","173,000","7,409,750","1,141,000","21,000","0","0","1,162,000","405,216"," ",
="00686R","群益臺灣加權反1","4,000","0","3,000","0","1,000","21,819,000","735,000","200,000","0","0","935,000","943,851"," ",
="00688L","國泰20年美債正2","348,000","0","11,000","0","337,000","441,653,750","92,630,000","0","0","0","92,630,000","5,310,765"," ",
="00689R","國泰20年美債反1","0","0","0","0","0","2,222,250","0","0","0","0","0","28,036"," ",
="00690","兆豐藍籌30","0","0","0","0","0","22,957,500","1,138,000","0","0","0","1,138,000","351,084"," ",
="00692","富邦公司治理","1,000","0","1,000","0","0","177,820,000","10,483,000","412,000","90,000","0","10,805,000","638,582"," ",
="00693U","期街口S&P黃豆","1,000","0","1,000","0","0","9,666,500","480,000","0","0","0","480,000","102,725"," ",
="00700","富邦恒生國企","0","0","0","0","0","17,370,750","1,476,000","0","76,000","0","1,400,000","818,357"," ",
="00701","國泰股利精選30","0","0","0","0","0","50,347,750","1,516,000","0","0","0","1,516,000","330,072"," ",
="00702","國泰標普低波高息","0","0","0","0","0","1,547,000","1,000","0","0","0","1,000","28,644"," ",
="00703","台新MSCI中國","0","0","0","0","0","4,512,500","178,000","2,000","0","0","180,000","130,696"," ",
="00706L","期元大S&P日圓正2","0","0","0","0","0","0","0","0","0","0","0","0","XV ",
="00707R","期元大S&P日圓反1","0","0","0","0","0","1,588,750","0","0","0","0","0","390","X ",
="00708L","期元大S&P黃金正2","547,000","42,000","3,000","0","586,000","10,518,250","838,000","0","0","0","838,000","557,114"," ",
="00709","富邦歐洲","0","0","0","0","0","1,990,000","66,000","0","0","0","66,000","28,061"," ",
="00710B","復華彭博非投等債","0","0","0","0","0","52,065,250","614,000","0","0","0","614,000","508,186"," ",
="00711B","復華彭博新興債","0","0","0","0","0","251,815,250","241,000","0","0","0","241,000","47,215"," ",
="00712","復華富時不動產","24,000","3,000","3,000","0","24,000","828,252,750","29,077,000","0","989,000","0","28,088,000","6,218,980"," ",
="00713","元大台灣高息低波","3,000","0","0","0","3,000","643,003,000","19,918,000","1,095,000","0","0","21,013,000","4,494,196"," ",
="00714","群益道瓊美國地產","0","0","0","0","0","7,141,750","447,000","0","0","0","447,000","110,387"," ",
="00715L","期街口布蘭特正2","12,413,000","1,180,000","12,000","0","13,581,000","125,346,000","12,167,000","0","359,000","0","11,808,000","11,688,674"," ",
="00717","富邦美國特別股","0","0","0","0","0","39,901,250","309,000","0","0","0","309,000","30,033"," ",
="00728","第一金工業30","0","0","0","0","0","12,105,750","763,000","0","0","0","763,000","101,174"," ",
