"114年03月20日 信用額度總量管制餘額表"
"股票",,"融券",,,,,,"借券賣出",,,,,,"",
"代號","名稱","前日餘額","賣出","買進","現券","今日餘額","次一營業日限額","前日餘額","當日賣出","當日還券","當日調整","當日餘額","次一營業日可限額","備註",
="0050","元大台灣50","0","0","0","0","0","671,625,000","27,293,000","34,000","9,169,000","0","18,158,000","5,352,381","X ",
="0051","元大中型100","0","0","0","0","0","6,500,000","367,000","0","0","0","367,000","34,253"," ",
="0052","富邦科技","4,000","4,000","0","0","8,000","20,750,000","1,112,000","59,000","0","0","1,171,000","225,725"," ",
="0053","元大電子","0","0","0","0","0","1,372,000","51,000","0","0","0","51,000","4,373"," ",
="0055","元大MSCI金融","0","0","0","0","0","18,913,500","390,000","0","0","0","390,000","37,917"," ",
="0056","元大高股息","52,000","1,000","0","0","53,000","2,824,258,500","94,225,000","0","0","0","94,225,000","9,085,046"," ",
="0057","富邦摩台","0","0","0","0","0","381,750","0","0","0","0","0","6,524","X ",
="0061","元大寶滬深","11,000","0","6,000","0","5,000","37,779,000","993,000","0","0","0","993,000","163,213"," ",
="006203","元大MSCI台灣","0","0","0","0","0","2,554,500","8,000","0","0","0","8,000","3,042","X ",
="006204","永豐臺灣加權","0","0","0","0","0","375,000","0","0","0","0","0","2,290"," ",
="006205","富邦上証","0","0","0","0","0","35,234,750","1,604,000","0","0","0","1,604,000","189,360"," ",
="006206","元大上證50","1,000","0","0","0","1,000","11,069,500","895,000","0","0","0","895,000","65,554"," ",
="006207","復華滬深","0","0","0","0","0","8,098,000","730,000","0","0","0","730,000","62,023"," ",
="006208","富邦台50","23,000","7,000","2,000","0","28,000","489,385,000","53,642,000","196,000","8,066,000","0","45,772,000","3,664,926"," ",
="00631L","元大台灣50正2","2,241,000","291,000","140,000","0","2,392,000","37,021,000","6,782,000","33,000","0","0","6,815,000","1,517,062"," ",
="00632R","元大台灣50反1","6,276,000","27,000","187,000","0","6,116,000","275,801,932","33,483,000","0","0","0","33,483,000","6,905,055"," ",
="00633L","富邦上証正2","1,389,000","52,000","207,000","0","1,234,000","72,114,500","16,707,000","77,000","500,000","0","16,284,000","2,415,381"," ",
="00634R","富邦上証反1","56,000","0","0","0","56,000","11,689,000","43,000","0","0","0","43,000","105,560"," ",
="00635U","期元大S&P黃金","75,000","4,000","1,000","0","78,000","12,503,500","976,000","0","0","0","976,000","388,379"," ",
="00636","國泰中國A50","21,000","0","0","0","21,000","49,456,250","3,893,000","0","300,000","0","3,593,000","642,711"," ",
="00637L","元大滬深300正2","11,151,000","46,000","1,738,000","0","9,459,000","524,026,500","97,397,000","0","0","0","97,397,000","24,145,164"," ",
="00638R","元大滬深300反1","17,000","0","0","0","17,000","9,112,000","849,000","0","0","0","849,000","215,017"," ",
="00639","富邦深100","15,000","0","0","0","15,000","52,225,750","3,915,000","0","0","0","3,915,000","623,669"," ",
="00640L","富邦日本正2","123,000","0","1,000","0","122,000","3,854,750","622,000","0","0","0","622,000","163,504"," ",
="00641R","富邦日本反1","197,000","0","0","0","197,000","13,939,500","300,000","0","0","0","300,000","403,701"," ",
="00642U","期元大S&P石油","39,000","2,000","1,000","0","40,000","36,830,250","2,516,000","0","0","0","2,516,000","1,053,520"," ",
="00643","群益深証中小","0","0","0","0","0","31,768,250","6,131,000","0","0","0","6,131,000","1,216,964"," ",
="00645","富邦日本","1,000","0","0","0","1,000","17,749,250","1,137,000","0","0","0","1,137,000","173,352"," ",
="00646","元大S&P500","3,000","0","0","0","3,000","140,746,250","14,406,000","158,000","133,000","0","14,431,000","1,656,560"," ",
="00647L","元大S&P500正2","19,000","4,000","3,000","0","20,000","3,229,000","451,000","0","0","0","451,000","92,955"," ",
="00648R","元大S&P500反1","388,000","19,000","0","0","407,000","35,547,000","1,869,000","0","0","0","1,869,000","515,336"," ",
="00650L","復華香港正2","7,418,000","54,000","562,000","0","6,910,000","59,584,500","17,877,000","12,000","0","0","17,889,000","5,944,800"," ",
="00651R","復華香港反1","3,000","0","0","0","3,000","13,548,000","1,527,000","128,000","0","0","1,655,000","1,043,052"," ",
="00652","富邦印度","4,000","0","0","0","4,000","25,383,750","2,284,000","0","7,000","0","2,277,000","158,838"," ",
="00653L","富邦印度正2","33,000","1,000","1,000","0","33,000","5,850,750","695,000","0","0","0","695,000","143,941"," ",
="00654R","富邦印度反1","169,000","0","0","0","169,000","5,241,500","19,000","0","0","0","19,000","71,113"," ",
="00655L","國泰中國A50正2","548,000","2,000","18,000","0","532,000","40,114,500","9,168,000","91,000","300,000","0","8,959,000","1,543,008"," ",
="00656R","國泰中國A50反1","1,000","0","0","0","1,000","5,464,250","9,000","0","0","0","9,000","69,310"," ",
="00657","國泰日經225","0","0","0","0","0","2,771,000","180,000","0","0","0","180,000","104,100"," ",
="00660","元大歐洲50","0","0","0","0","0","1,757,750","1,000","0","0","0","1,000","13,370"," ",
="00661","元大日經225","0","0","0","0","0","8,981,250","717,000","0","0","0","717,000","52,439"," ",
="00662","富邦NASDAQ","3,000","0","0","0","3,000","156,632,250","15,714,000","28,000","350,000","0","15,392,000","1,666,685"," ",
="00663L","國泰臺灣加權正2","0","0","0","0","0","327,250","16,000","0","0","0","16,000","15,145"," ",
="00664R","國泰臺灣加權反1","921,000","11,000","0","0","932,000","141,893,750","18,502,000","206,000","0","0","18,708,000","4,547,256"," ",
="00665L","富邦恒生國企正2","15,839,000","120,000","789,000","0","15,170,000","154,991,250","58,602,000","388,000","503,000","0","58,487,000","3,509,500"," ",
="00666R","富邦恒生國企反1","2,000","6,000","0","0","8,000","4,156,000","216,000","0","0","0","216,000","460,033"," ",
="00668","國泰美國道瓊","0","0","0","0","0","3,758,250","150,000","0","0","0","150,000","52,508"," ",
="00669R","國泰美國道瓊反1","564,000","0","10,000","0","554,000","49,904,250","1,199,000","0","0","0","1,199,000","906,849"," ",
="00670L","富邦NASDAQ正2","1,097,000","102,000","9,000","0","1,190,000","23,411,250","1,402,000","0","0","0","1,402,000","698,475"," ",
="00671R","富邦NASDAQ反1","2,646,000","45,000","8,000","0","2,683,000","97,971,000","9,896,000","0","0","0","9,896,000","2,579,923"," ",
="00673R","期元大S&P原油反1","103,000","0","0","0","103,000","0","1,238,000","0","17,000","0","1,221,000","5,604,687","X ",
="00674R","期元大S&P黃金反1","3,000","0","0","0","3,000","13,775,750","723,000","0","0","0","723,000","459,758"," ",
="00675L","富邦臺灣加權正2","916,000","76,000","80,000","0","912,000","43,071,500","9,297,000","298,000","0","0","9,595,000","1,429,795"," ",
="00676R","富邦臺灣加權反1","25,000","1,000","0","0","26,000","20,958,420","770,000","200,000","0","0","970,000","1,230,215"," ",
="00678","群益那斯達克生技","0","0","0","0","0","2,237,000","212,000","0","0","0","212,000","142,040"," ",
="00680L","元大美債20正2","1,232,000","119,000","33,000","0","1,318,000","985,894,000","185,502,000","252,000","0","0","185,754,000","12,853,082"," ",
="00681R","元大美債20反1","0","0","0","0","0","3,023,500","72,000","0","0","0","72,000","77,682"," ",
="00682U","期元大美元指數","0","0","0","0","0","1,411,000","10,000","0","0","0","10,000","5,791"," ",
="00683L","期元大美元指正2","14,000","0","0","0","14,000","3,108,500","150,000","0","0","0","150,000","27,216"," ",
="00684R","期元大美元指反1","0","0","0","0","0","1,922,000","0","0","0","0","0","19,316"," ",
="00685L","群益臺灣加權正2","130,000","19,000","0","0","149,000","6,659,750","1,084,000","0","0","0","1,084,000","340,656"," ",
="00686R","群益臺灣加權反1","4,000","0","0","0","4,000","21,069,000","385,000","150,000","0","0","535,000","912,115"," ",
="00688L","國泰20年美債正2","466,000","17,000","0","0","483,000","441,653,750","91,940,000","0","0","0","91,940,000","6,005,067"," ",
="00689R","國泰20年美債反1","0","0","0","0","0","2,222,250","0","0","0","0","0","27,948","X ",
="00690","兆豐藍籌30","0","0","0","0","0","22,957,500","1,135,000","3,000","0","0","1,138,000","378,338"," ",
="00692","富邦公司治理","1,000","0","0","0","1,000","177,695,000","10,655,000","0","0","0","10,655,000","644,622"," ",
="00693U","期街口S&P黃豆","0","0","0","0","0","9,416,500","419,000","0","0","0","419,000","107,751"," ",
="00700","富邦恒生國企","0","0","0","0","0","16,870,750","1,551,000","1,000","0","0","1,552,000","843,902"," ",
="00701","國泰股利精選30","0","0","0","0","0","48,972,750","1,514,000","0","0","0","1,514,000","306,374"," ",
="00702","國泰標普低波高息","0","0","0","0","0","1,547,000","1,000","0","0","0","1,000","30,064","X ",
="00703","台新MSCI中國","0","0","0","0","0","4,387,500","54,000","12,000","0","0","66,000","123,062"," ",
="00706L","期元大S&P日圓正2","0","0","0","0","0","0","0","0","0","0","0","0","XV ",
="00707R","期元大S&P日圓反1","0","0","0","0","0","1,588,750","0","0","0","0","0","399","X ",
="00708L","期元大S&P黃金正2","547,000","69,000","11,000","0","605,000","10,393,250","878,000","0","0","0","878,000","556,581"," ",
="00709","富邦歐洲","0","0","0","0","0","1,990,000","66,000","0","0","0","66,000","25,347"," ",
="00710B","復華彭博非投等債","0","0","0","0","0","52,065,250","614,000","0","0","0","614,000","516,037"," ",
="00711B","復華彭博新興債","0","0","0","0","0","251,815,250","241,000","0","0","0","241,000","49,245"," ",
="00712","復華富時不動產","0","2,000","0","0","2,000","833,877,750","32,582,000","0","54,000","0","32,528,000","7,630,584"," ",
="00713","元大台灣高息低波","0","0","0","0","0","622,378,000","18,972,000","411,000","0","0","19,383,000","3,943,627"," ",
="00714","群益道瓊美國地產","0","0","0","0","0","7,141,750","447,000","0","0","0","447,000","105,774"," ",
="00715L","期街口布蘭特正2","8,220,000","650,000","195,000","0","8,675,000","161,971,000","16,461,000","0","0","0","16,461,000","10,231,759"," ",
="00717","富邦美國特別股","0","0","0","0","0","40,276,250","309,000","0","0","0","309,000","36,783"," ",
="00728","第一金工業30","0","0","0","0","0","12,105,750","711,000","0","0","0","711,000","88,245"," ",
="00730","富邦臺灣優質高息","0","0","0","0","0","20,011,000","838,000","0","0","0","838,000","114,403"," ",
="00731","復華富時高息低波","0","0","0","0","0","15,400,000","929,000","0","78,000","0","851,000","299,159"," ",
="00733","富邦臺灣中小","45,000","0","1,000","0","44,000","42,616,500","5,081,000","1,000","576,000","0","4,506,000","589,069"," ",
="00735","國泰臺韓科技","0","0","0","0","0","4,572,250","229,000","0","0","0","229,000","56,903"," ",
="00736","國泰新興市場","0","0","0","0","0","1,431,750","56,000","0","0","0","56,000","40,817"," ",
="00737","國泰AI機器人","0","0","0","0","0","5,384,500","565,000","0","0","0","565,000","56,204"," ",
="00738U","期元大道瓊白銀","20,000","1,000","0","0","21,000","14,949,750","937,000","0","0","0","937,000","319,455"," ",
="00739","元大MSCI A股","0","0","0","0","0","8,372,000","172,000","0","0","0","172,000","28,927"," ",
="00752","中信中國50","61,000","4,000","27,000","0","38,000","80,304,000","6,741,000","0","0","0","6,741,000","2,886,518"," ",
="00753L","中信中國50正2","16,636,000","94,000","1,630,000","0","15,100,000","227,039,250","33,477,000","742,000","813,000","0","33,406,000","19,568,374"," ",
="00757","統一FANG+","117,000","1,000","0","0","118,000","132,873,500","14,469,000","0","500,000","0","13,969,000","2,664,684"," ",
="00762","元大全球AI","0","0","0","0","0","16,062,000","613,000","0","0","0","613,000","160,106"," ",
="00763U","期街口道瓊銅","8,000","0","8,000","0","0","7,641,250","262,000","0","0","0","262,000","90,371"," ",
="00770","國泰北美科技","2,000","0","0","0","2,000","34,739,500","3,381,000","0","0","0","3,381,000","655,955"," ",
="00771","元大US高息特別股","0","0","0","0","0","4,431,250","50,000","0","0","0","50,000","12,567"," ",
="00775B","新光投等債15+","0","0","0","0","0","58,150,000","0","0","0","0","0","8,472"," ",
="00783","富邦中証500","0","0","0","0","0","3,507,750","280,000","0","0","0","280,000","82,448"," ",
="00830","國泰費城半導體","578,000","17,000","12,000","0","583,000","251,116,250","18,323,000","0","400,000","0","17,923,000","4,063,812"," ",
="00850","元大臺灣ESG永續","2,000","0","0","0","2,000","114,861,000","7,724,000","0","0","0","7,724,000","458,485"," ",
="00851","台新全球AI","0","0","0","0","0","2,381,250","63,000","0","0","0","63,000","81,612"," ",
="00852L","國泰美國道瓊正2","120,000","7,000","4,000","0","123,000","5,091,250","299,000","0","0","0","299,000","257,635"," ",
="00861","元大全球未來通訊","0","0","0","0","0","24,228,000","628,000","0","0","0","628,000","21,922"," ",
="00865B","國泰US短期公債","0","0","0","0","0","4,061,000","105,000","0","0","0","105,000","45,266"," ",
="00875","國泰網路資安","0","0","0","0","0","4,122,000","412,000","0","0","0","412,000","58,031"," ",
="00876","元大全球5G","0","0","0","0","0","28,381,000","737,000","0","0","0","737,000","67,311"," ",
="00878","國泰永續高股息","95,000","2,000","0","0","97,000","4,760,322,500","169,041,000","0","2,080,000","0","166,961,000","25,173,753"," ",
="00881","國泰台灣5G+","37,000","33,000","2,000","0","68,000","637,225,750","24,032,000","0","0","0","24,032,000","2,593,741"," ",
="00882","中信中國高股息","149,000","1,000","29,000","0","121,000","735,587,250","31,126,000","725,000","334,000","0","31,517,000","6,861,713"," ",
="00885","富邦越南","241,000","24,000","0","0","265,000","373,809,500","10,008,000","0","95,000","0","9,913,000","2,046,098"," ",
="00891","中信關鍵半導體","1,000","5,000","0","0","6,000","279,647,500","15,652,000","0","2,000,000","0","13,652,000","2,099,552"," ",
="00892","富邦台灣半導體","0","0","0","0","0","84,198,000","4,483,000","0","0","0","4,483,000","470,797"," ",
