"114年01月13日 信用額度總量管制餘額表"
"股票",,"融券",,,,,,"借券賣出",,,,,,"",
"代號","名稱","前日餘額","賣出","買進","現券","今日餘額","次一營業日限額","前日餘額","當日賣出","當日還券","當日調整","當日餘額","次一營業日可限額","備註",
="0050","元大台灣50","82,000","0","78,000","0","4,000","555,500,000","21,043,000","2,318,000","0","0","23,361,000","2,975,133","X ",
="0051","元大中型100","0","0","0","0","0","6,000,000","383,000","0","0","0","383,000","32,221"," ",
="0052","富邦科技","2,000","0","0","0","2,000","19,500,000","910,000","12,000","53,000","0","869,000","243,403"," ",
="0053","元大電子","0","0","0","0","0","1,372,000","51,000","0","0","0","51,000","4,843"," ",
="0055","元大MSCI金融","0","0","0","0","0","18,163,500","376,000","7,000","0","0","383,000","51,889"," ",
="0056","元大高股息","22,000","0","22,000","0","0","2,608,883,500","125,853,000","6,775,000","0","0","132,628,000","12,741,125","X ",
="0057","富邦摩台","0","0","0","0","0","381,750","0","0","0","0","0","5,672","X ",
="0061","元大寶滬深","0","0","0","0","0","38,279,000","1,273,000","0","0","0","1,273,000","201,275"," ",
="006203","元大MSCI台灣","0","0","0","0","0","2,554,500","8,000","0","0","0","8,000","2,763","X ",
="006204","永豐臺灣加權","0","0","0","0","0","375,000","0","0","0","0","0","2,928"," ",
="006205","富邦上証","0","0","0","0","0","39,609,750","1,690,000","0","0","0","1,690,000","230,587"," ",
="006206","元大上證50","1,000","0","0","0","1,000","11,319,500","883,000","0","0","0","883,000","45,837"," ",
="006207","復華滬深","0","0","0","0","0","8,473,000","966,000","0","0","0","966,000","57,108"," ",
="006208","富邦台50","7,000","2,000","2,000","0","7,000","413,885,000","49,681,000","2,481,000","0","0","52,162,000","3,229,962"," ",
="00631L","元大台灣50正2","2,399,000","46,000","256,000","0","2,189,000","33,646,000","6,800,000","8,000","9,000","0","6,799,000","1,526,072"," ",
="00632R","元大台灣50反1","6,561,000","256,000","4,000","0","6,813,000","277,426,932","29,061,000","33,000","0","0","29,094,000","14,978,859"," ",
="00633L","富邦上証正2","874,000","31,000","11,000","0","894,000","74,114,500","14,949,000","0","59,000","0","14,890,000","2,780,476"," ",
="00634R","富邦上証反1","61,000","0","0","0","61,000","12,064,000","43,000","0","0","0","43,000","95,031"," ",
="00635U","期元大S&P黃金","28,000","0","0","0","28,000","11,128,500","558,000","0","0","0","558,000","230,758"," ",
="00636","國泰中國A50","15,000","0","2,000","0","13,000","49,456,250","3,403,000","0","0","0","3,403,000","509,687"," ",
="00637L","元大滬深300正2","2,640,000","854,000","392,000","0","3,102,000","538,526,500","85,176,000","0","663,000","0","84,513,000","27,491,019"," ",
="00638R","元大滬深300反1","45,000","0","0","0","45,000","8,987,000","849,000","0","0","0","849,000","366,330"," ",
="00639","富邦深100","94,000","3,000","0","0","97,000","61,350,750","5,046,000","0","0","0","5,046,000","569,254"," ",
="00640L","富邦日本正2","197,000","3,000","9,000","0","191,000","4,479,750","666,000","0","0","0","666,000","119,079"," ",
="00641R","富邦日本反1","264,000","14,000","0","0","278,000","13,939,500","473,000","0","0","0","473,000","201,981"," ",
="00642U","期元大S&P石油","186,000","13,000","6,000","0","193,000","28,580,250","2,764,000","0","0","0","2,764,000","1,046,306"," ",
="00643","群益深証中小","125,000","0","0","0","125,000","29,018,250","3,777,000","0","0","0","3,777,000","1,840,894"," ",
="00645","富邦日本","1,000","0","0","0","1,000","20,249,250","1,056,000","0","150,000","0","906,000","158,394"," ",
="00646","元大S&P500","3,000","0","0","0","3,000","125,496,250","7,555,000","0","0","0","7,555,000","1,541,393"," ",
="00647L","元大S&P500正2","5,000","0","1,000","0","4,000","2,729,000","219,000","0","0","0","219,000","89,776"," ",
="00648R","元大S&P500反1","272,000","22,000","2,000","0","292,000","38,172,000","2,811,000","0","0","0","2,811,000","283,332"," ",
="00650L","復華香港正2","2,096,000","574,000","418,000","0","2,252,000","94,084,500","29,515,000","30,000","0","0","29,545,000","4,947,006"," ",
="00651R","復華香港反1","14,000","0","0","0","14,000","7,298,000","74,000","0","0","0","74,000","132,163"," ",
="00652","富邦印度","8,000","0","0","0","8,000","24,383,750","1,806,000","0","4,000","0","1,802,000","117,199"," ",
="00653L","富邦印度正2","39,000","5,000","1,000","0","43,000","4,975,750","346,000","5,000","0","0","351,000","104,485"," ",
="00654R","富邦印度反1","146,000","0","0","0","146,000","5,366,500","49,000","0","0","0","49,000","55,522"," ",
="00655L","國泰中國A50正2","263,000","2,000","22,000","1,000","242,000","39,239,500","8,299,000","0","0","0","8,299,000","1,802,318"," ",
="00656R","國泰中國A50反1","1,000","0","0","0","1,000","5,964,250","9,000","0","0","0","9,000","168,414"," ",
="00657","國泰日經225","0","0","0","0","0","2,396,000","243,000","0","0","0","243,000","28,248"," ",
="00660","元大歐洲50","0","0","0","0","0","1,757,750","1,000","0","0","0","1,000","4,154"," ",
="00661","元大日經225","0","0","0","0","0","7,106,250","717,000","0","0","0","717,000","90,132"," ",
="00662","富邦NASDAQ","12,000","0","1,000","0","11,000","129,382,250","11,918,000","0","0","0","11,918,000","1,724,487"," ",
="00663L","國泰臺灣加權正2","0","0","0","0","0","327,250","15,000","1,000","0","0","16,000","16,262"," ",
="00664R","國泰臺灣加權反1","573,000","80,000","40,000","0","613,000","150,143,750","24,006,000","0","0","0","24,006,000","4,600,299"," ",
="00665L","富邦恒生國企正2","3,622,000","43,000","424,000","0","3,241,000","220,116,250","75,220,000","651,000","0","0","75,871,000","12,175,500"," ",
="00666R","富邦恒生國企反1","0","0","0","0","0","2,281,000","8,000","0","0","0","8,000","40,147"," ",
="00668","國泰美國道瓊","0","0","0","0","0","3,758,250","116,000","0","0","0","116,000","73,408"," ",
="00669R","國泰美國道瓊反1","146,000","11,000","0","0","157,000","52,904,250","2,525,000","375,000","0","0","2,900,000","571,950"," ",
="00670L","富邦NASDAQ正2","1,085,000","23,000","19,000","0","1,089,000","15,411,250","932,000","50,000","0","0","982,000","404,130"," ",
="00671R","富邦NASDAQ反1","2,858,000","24,000","11,000","0","2,871,000","102,346,000","11,044,000","0","0","0","11,044,000","1,755,010"," ",
="00673R","期元大S&P原油反1","147,000","2,000","10,000","0","139,000","192,425,750","8,649,000","7,361,000","0","0","16,010,000","6,638,944"," ",
="00674R","期元大S&P黃金反1","3,000","0","0","0","3,000","12,150,750","344,000","0","0","0","344,000","153,703"," ",
="00675L","富邦臺灣加權正2","1,137,000","21,000","174,000","1,000","983,000","37,946,500","8,170,000","660,000","0","0","8,830,000","1,312,185"," ",
="00676R","富邦臺灣加權反1","251,000","20,000","60,000","0","211,000","132,252,750","1,954,000","0","0","0","1,954,000","2,470,575"," ",
="00678","群益那斯達克生技","0","0","0","0","0","1,862,000","193,000","0","0","0","193,000","140,697"," ",
="00680L","元大美債20正2","657,000","298,000","156,000","0","799,000","1,120,019,000","244,344,000","0","0","0","244,344,000","14,979,354"," ",
="00681R","元大美債20反1","0","0","0","0","0","3,273,500","73,000","0","0","0","73,000","180,374"," ",
="00682U","期元大美元指數","0","0","0","0","0","1,536,000","10,000","0","0","0","10,000","5,068"," ",
="00683L","期元大美元指正2","29,000","0","0","0","29,000","3,233,500","150,000","0","0","0","150,000","50,759"," ",
="00684R","期元大美元指反1","0","0","0","0","0","1,922,000","0","0","0","0","0","11,140"," ",
="00685L","群益臺灣加權正2","154,000","3,000","23,000","0","134,000","5,784,750","981,000","0","10,000","0","971,000","255,035"," ",
="00686R","群益臺灣加權反1","0","0","0","0","0","19,319,000","18,000","0","0","0","18,000","456,655"," ",
="00688L","國泰20年美債正2","3,862,000","128,000","40,000","15,000","3,935,000","507,653,750","107,789,000","0","0","0","107,789,000","7,609,412"," ",
="00689R","國泰20年美債反1","0","0","0","0","0","2,847,250","0","0","0","0","0","52,410"," ",
="00690","兆豐藍籌30","0","0","0","0","0","19,832,500","1,147,000","46,000","0","0","1,193,000","255,518"," ",
="00692","富邦公司治理","0","0","0","0","0","173,320,000","9,154,000","0","0","0","9,154,000","639,338"," ",
="00693U","期街口S&P黃豆","3,000","0","1,000","0","2,000","9,166,500","413,000","67,000","0","0","480,000","76,181"," ",
="00700","富邦恒生國企","0","0","0","0","0","14,495,750","967,000","0","0","0","967,000","105,709"," ",
="00701","國泰股利精選30","0","0","0","0","0","46,222,750","1,907,000","24,000","0","0","1,931,000","427,729","X ",
="00702","國泰標普低波高息","0","0","0","0","0","1,547,000","1,000","0","0","0","1,000","11,664","X ",
="00703","台新MSCI中國","0","0","0","0","0","3,637,500","32,000","0","0","0","32,000","53,569"," ",
="00706L","期元大S&P日圓正2","223,000","0","0","0","223,000","0","0","0","0","0","0","0","XV ",
="00707R","期元大S&P日圓反1","0","0","0","0","0","1,588,750","0","0","0","0","0","63","X ",
="00708L","期元大S&P黃金正2","169,000","4,000","6,000","0","167,000","11,268,250","1,386,000","59,000","0","0","1,445,000","278,361"," ",
="00709","富邦歐洲","0","0","0","0","0","2,115,000","66,000","0","0","0","66,000","12,705"," ",
="00710B","復華彭博非投等債","0","0","0","0","0","73,440,250","582,000","0","0","0","582,000","85,637"," ",
="00711B","復華彭博新興債","0","0","0","0","0","236,815,250","241,000","0","0","0","241,000","56,838"," ",
="00712","復華富時不動產","19,000","0","13,000","0","6,000","966,002,750","45,093,000","4,228,000","0","0","49,321,000","6,360,045"," ",
="00713","元大台灣高息低波","0","0","0","0","0","564,503,000","40,527,000","75,000","0","0","40,602,000","3,696,462"," ",
="00714","群益道瓊美國地產","0","0","0","0","0","7,266,750","397,000","0","0","0","397,000","92,773"," ",
="00715L","期街口布蘭特正2","17,770,000","1,423,000","1,229,000","0","17,964,000","96,846,000","11,983,000","0","600,000","0","11,383,000","10,625,715"," ",
="00717","富邦美國特別股","0","0","0","0","0","40,776,250","447,000","0","0","0","447,000","47,849","X ",
="00728","第一金工業30","0","0","0","0","0","12,105,750","334,000","0","0","0","334,000","82,190"," ",
="00730","富邦臺灣優質高息","0","0","0","0","0","21,886,000","1,401,000","0","0","0","1,401,000","142,277","X ",
="00731","復華富時高息低波","0","0","0","0","0","17,025,000","1,023,000","0","0","0","1,023,000","267,480"," ",
="00733","富邦臺灣中小","19,000","0","1,000","0","18,000","35,991,500","3,861,000","198,000","34,000","0","4,025,000","330,851"," ",
="00735","國泰臺韓科技","0","0","0","0","0","5,197,250","238,000","0","0","0","238,000","68,690","X ",
="00736","國泰新興市場","0","0","0","0","0","1,306,750","53,000","0","0","0","53,000","31,090","X ",
="00737","國泰AI機器人","0","0","0","0","0","5,009,500","446,000","0","0","0","446,000","28,580"," ",
="00738U","期元大道瓊白銀","19,000","9,000","5,000","0","23,000","15,199,750","836,000","0","1,000","0","835,000","235,887"," ",
="00739","元大MSCI A股","0","0","0","0","0","8,372,000","132,000","0","0","0","132,000","19,435"," ",
="00752","中信中國50","12,000","0","0","0","12,000","99,554,000","6,896,000","0","0","0","6,896,000","719,768"," ",
="00753L","中信中國50正2","4,811,000","523,000","160,000","0","5,174,000","305,414,250","37,035,000","0","0","0","37,035,000","9,106,551"," ",
="00757","統一FANG+","79,000","5,000","2,000","0","82,000","98,498,500","8,222,000","103,000","150,000","0","8,175,000","2,064,933"," ",
="00762","元大全球AI","0","0","0","0","0","11,812,000","493,000","0","0","0","493,000","93,753"," ",
="00763U","期街口道瓊銅","2,000","0","2,000","0","0","7,766,250","272,000","0","0","0","272,000","46,511"," ",
="00770","國泰北美科技","0","0","0","0","0","24,364,500","2,692,000","0","0","0","2,692,000","492,195","X ",
="00771","元大US高息特別股","0","0","0","0","0","4,431,250","50,000","0","0","0","50,000","7,430","X ",
="00775B","新光投等債15+","0","0","0","0","0","58,400,000","1,000","0","0","0","1,000","7,315","X ",
="00783","富邦中証500","0","0","0","0","0","3,757,750","366,000","0","0","0","366,000","58,081"," ",
="00830","國泰費城半導體","83,000","0","83,000","0","0","174,866,250","9,102,000","2,355,000","0","0","11,457,000","2,702,127","X ",
="00850","元大臺灣ESG永續","0","0","0","0","0","107,486,000","7,912,000","0","0","0","7,912,000","361,496"," ",
="00851","台新全球AI","0","0","0","0","0","1,631,250","68,000","0","10,000","0","58,000","9,844"," ",
="00852L","國泰美國道瓊正2","110,000","0","0","0","110,000","6,341,250","248,000","0","0","0","248,000","302,144"," ",
